Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
5,0,"Anna - Eager Acolyte",005,056,Amethyst,Common,"€0.07","€0.20"
3,1,"King of Hearts - Monarch of Wonderland",005,057,Amethyst,Uncommon,"€0.07","€0.23"
0,0,"Camilo Madrigal - Family Copycat",005,058,Amethyst,Legendary,"€1.12","€2.00"
3,0,"Hypnotic Strength",005,059,Amethyst,Common,"€0.11","€0.16"
2,0,"Finders Keepers",005,060,Amethyst,Uncommon,"€0.07","€0.20"
1,0,"We Know The Way",005,061,Amethyst,Rare,"€0.12","€0.67"
5,0,"Gathering Knowledge And Wisdom",005,062,Amethyst,Common,"€0.12","€0.95"
4,0,"Magical Aid",005,063,Amethyst,Uncommon,"€0.09","€0.15"
5,0,"Retrosphere",005,064,Amethyst,Common,"€0.11","€0.20"
1,0,"Half Hexwell Crown",005,065,Amethyst,Rare,"€0.12","€0.52"
3,0,"Amethyst Chromicon",005,066,Amethyst,Uncommon,"€0.12","€0.91"
0,0,"Elsa's Ice Palace - Place of Solitude",005,067,Amethyst,Rare,"€0.12","€0.47"
4,0,"The Library - A Gift for Belle",005,068,Amethyst,Uncommon,"€0.33","€5.87"
2,0,"Robin Hood - Timely Contestant",005,069,Emerald,Rare,"€0.12","€0.70"
3,0,"Shenzi - Scar's Accomplice",005,070,Emerald,Uncommon,"€0.09","€0.18"
0,0,"Little John - Camp Cook",005,071,Emerald,Uncommon,"€0.12","€0.12"
0,0,"Zazu - Advisor to Mufasa",005,072,Emerald,Common,"€0.08","€0.15"
2,0,"Ulf - Mime",005,073,Emerald,Common,"€0.11","€0.15"
2,0,"Ed - Laughing Hyena",005,074,Emerald,Common,"€0.12","€0.12"
1,0,"Flora - Good Fairy",005,075,Emerald,Common,"€0.12","€0.12"
2,0,"Merryweather - Good Fairy",005,076,Emerald,Common,"€0.12","€0.12"
2,0,"Robin Hood - Archery Contestant",005,077,Emerald,Common,"€0.09","€0.12"
3,0,"Fauna - Good Fairy",005,078,Emerald,Common,"€0.11","€0.15"
2,0,"Iago - Fake Flamingo",005,079,Emerald,Rare,"€0.12","€0.66"
2,0,"Banzai - Gluttonous Predator",005,080,Emerald,Rare,"€0.90","€3.72"
1,0,"Ed - Hysterical Partygoer",005,081,Emerald,Uncommon,"€0.14","€0.25"
0,0,"Scroop - Odious Mutineer",005,082,Emerald,Super Rare,"€0.12","€0.65"
1,0,"Prince Phillip - Swordsman of the Realm",005,083,Emerald,Super Rare,"€0.12","€0.21"
0,0,"Clarabelle - Light on Her Hooves",005,084,Emerald,Legendary,"€23.35","€35.01"
0,0,"Anna - Diplomatic Queen",005,085,Emerald,Legendary,"€3.15","€9.94"
1,0,"Clarabelle - Clumsy Guest",005,086,Emerald,Common,"€0.08","€0.49"
0,0,"Banzai - Taunting Hyena",005,087,Emerald,Common,"€0.09","€0.12"
0,0,"Robin Hood - Sneaky Sleuth",005,088,Emerald,Uncommon,"€0.14","€0.23"
1,0,"Mother Gothel - Conceited Manipulator",005,089,Emerald,Uncommon,"€0.14","€0.66"
1,0,"Clarabelle - Contented Wallflower",005,090,Emerald,Uncommon,"€0.12","€0.59"
1,0,"Shenzi - Head Hyena",005,091,Emerald,Rare,"€0.12","€0.41"
0,0,"Mother Gothel - Unwavering Schemer",005,092,Emerald,Super Rare,"€0.45","€1.97"
1,0,"Scar - Vengeful Lion",005,093,Emerald,Rare,"€0.12","€0.32"
3,0,"Hypnotic Deduction",005,094,Emerald,Common,"€0.11","€0.20"
2,0,"Night Howler Rage",005,095,Emerald,Common,"€0.12","€0.12"
4,0,"You're Welcome",005,096,Emerald,Uncommon,"€0.12","€1.88"
1,0,"Remember Who You Are",005,097,Emerald,Rare,"€0.12","€0.15"
1,0,"Prince John's Mirror",005,098,Emerald,Rare,"€0.12","€1.22"
2,0,"Obscurosphere",005,099,Emerald,Common,"€0.11","€0.15"
3,0,"Emerald Chromicon",005,100,Emerald,Uncommon,"€0.14","€0.14"
1,0,"Sherwood Forest - Outlaw Hideaway",005,101,Emerald,Rare,"€0.12","€0.66"
0,0,"Tropical Rainforest - Jaguar Lair",005,102,Emerald,Uncommon,"€0.11","€0.20"
2,0,"Taffyta Muttonfudge - Ruthless Rival",005,103,Ruby,Uncommon,"€0.11","€0.23"
0,1,"Wreck-It Ralph - Demolition Dude",005,104,Ruby,Rare,"€0.14","€0.36"
2,0,"Maximus - Team Champion",005,105,Ruby,Super Rare,"€0.12","€1.31"
3,0,"Turbo - Royal Hack",005,106,Ruby,Uncommon,"€0.12","€0.12"
0,0,"Donald Duck - Pie Slinger",005,107,Ruby,Legendary,"€2.64","€4.15"
2,0,"Rancis Fluggerbutter - Chocolate Charger",005,108,Ruby,Common,"€0.12","€0.12"
0,1,"Scar - Betrayer",005,109,Ruby,Uncommon,"€0.08","€0.14"
5,0,"Snowanna Rainbeau - Cool Competitor",005,110,Ruby,Common,"€0.12","€0.12"
8,0,"Daisy Duck - Spotless Food-Fighter",005,111,Ruby,Common,"€0.07","€0.15"
3,0,"Mickey Mouse - Enthusiastic Dancer",005,112,Ruby,Common,"€0.12","€0.12"
1,0,"Ratigan - Raging Rat",005,113,Ruby,Common,"€0.08","€0.11"
4,0,"Taffyta Muttonfudge - Crowd Favorite",005,114,Ruby,Common,"€0.11","€0.17"
1,0,"Denahi - Avenging Brother",005,115,Ruby,Rare,"€0.12","€0.42"
0,0,"Pete - Steamboat Rival",005,116,Ruby,Super Rare,"€0.12","€0.86"
2,0,"Taffyta Muttonfudge - Sour Speedster",005,117,Ruby,Uncommon,"€0.14","€0.43"
0,1,"Robin Hood - Sharpshooter",005,118,Ruby,Legendary,"€5.19","€7.59"
2,0,"Gaston - Pure Paragon",005,119,Ruby,Rare,"€0.12","€0.71"
2,0,"Pete - Pastry Chomper",005,120,Ruby,Common,"€0.08","€0.12"
0,0,"Arthur - Novice Sparrow",005,121,Ruby,Uncommon,"€0.11","€0.27"
4,0,"Donald Duck - Daisy's Date",005,122,Ruby,Common,"€0.07","€0.12"
0,0,"Ratigan - Party Crasher",005,123,Ruby,Rare,"€0.12","€0.51"
2,0,"Vanellope Von Schweetz - Random Roster Racer",005,124,Ruby,Rare,"€0.12","€0.78"
4,0,"Simba - Adventurous Successor",005,125,Ruby,Common,"€0.11","€0.20"
4,1,"Minnie Mouse - Dazzling Dancer",005,126,Ruby,Uncommon,"€0.11","€0.27"
2,0,"Break Free",005,127,Ruby,Common,"€0.11","€0.15"
2,1,"Evil Comes Prepared",005,128,Ruby,Common,"€0.08","€0.21"
0,0,"Don't Let The Frostbite Bite",005,129,Ruby,Rare,"€0.12","€0.62"
6,0,"Glimmer vs Glimmer",005,130,Ruby,Uncommon,"€0.11","€0.20"
0,0,"Who's With Me?",005,131,Ruby,Super Rare,"€0.12","€0.71"
2,0,"Potion of Might",005,132,Ruby,Common,"€0.08","€0.14"
1,0,"The Sword Released",005,133,Ruby,Rare,"€0.12","€0.43"
1,0,"Ruby Chromicon",005,134,Ruby,Uncommon,"€0.11","€0.26"
1,0,"Sugar Rush Speedway - Starting Line",005,135,Ruby,Rare,"€0.12","€1.10"
0,0,"Ratigan's Party - Seedy Back Room",005,136,Ruby,Uncommon,"€0.11","€0.25"
1,0,"King Candy - Sovereign of Sugar",005,137,Sapphire,Common,"€0.12","€0.12"
2,0,"Chaca - Impressive Daughter",005,138,Sapphire,Common,"€0.07","€0.14"
3,0,"The Queen - Cruelest of All",005,139,Sapphire,Common,"€0.07","€0.19"
0,0,"Scrooge McDuck - Afficionado of Antiquities",005,140,Sapphire,Rare,"€0.30","€1.83"
4,1,"Prince John - Opportunistic Briber",005,141,Sapphire,Common,"€0.08","€0.19"
2,0,"Merlin - Back from Bermuda",005,142,Sapphire,Common,"€0.08","€0.12"
0,0,"Pacha - Emperor's Guide",005,143,Sapphire,Uncommon,"€0.11","€0.20"
0,0,"The Queen - Fairest of All",005,144,Sapphire,Super Rare,"€0.19","€0.83"
1,0,"Sheriff Of Nottingham - Bushel Britches",005,145,Sapphire,Rare,"€0.12","€0.87"
0,0,"Chicha - Dedicated Mother",005,146,Sapphire,Rare,"€0.12","€0.99"
0,0,"Prince John - Gold Lover",005,147,Sapphire,Super Rare,"€0.12","€1.31"
0,1,"The Queen - Crown of the Council",005,148,Sapphire,Rare,"€0.12","€0.42"
1,0,"Kuzco - Selfish Emperor",005,149,Sapphire,Super Rare,"€0.12","€2.13"
0,0,"Mufasa - Ruler of Pride Rock",005,150,Sapphire,Legendary,"€7.50","€11.37"
0,0,"Ludwig Von Drake - Self-Proclaimed Genius",005,151,Sapphire,Uncommon,"€0.11","€0.20"
1,1,"Minnie Mouse - Quick-Thinking Inventor",005,152,Sapphire,Common,"€0.12","€0.12"
1,0,"Basil - Practiced Detective",005,153,Sapphire,Common,"€0.11","€0.21"
0,0,"King Candy - Sweet Abomination",005,154,Sapphire,Uncommon,"€0.14","€0.14"
5,0,"Donald Duck - Focused Flatfoot",005,155,Sapphire,Common,"€0.12","€0.29"
1,0,"Tanana - Wise Woman",005,156,Sapphire,Common,"€0.11","€0.15"
3,0,"Tipo - Growing Son",005,157,Sapphire,Uncommon,"€0.87","€8.67"
0,0,"Belle - Of the Ball",005,158,Sapphire,Rare,"€0.12","€1.03"
0,0,"Merlin - Intellectual Visionary",005,159,Sapphire,Legendary,"€2.89","€7.75"
4,0,"Vision of the Future",005,160,Sapphire,Common,"€0.13","€1.35"
0,0,"Royal Tantrum",005,161,Sapphire,Rare,"€0.12","€0.35"
2,0,"Ever as Before",005,162,Sapphire,Common,"€0.07","€0.21"
2,1,"Hide Away",005,163,Sapphire,Uncommon,"€0.11","€1.87"
2,0,"All Funned Out",005,164,Sapphire,Uncommon,"€0.09","€0.19"
2,0,"Medal of Heroes",005,165,Sapphire,Common,"€0.11","€0.19"
0,1,"Basil's Magnifying Glass",005,166,Sapphire,Rare,"€0.12","€0.51"
0,1,"Merlin's Carpetbag",005,167,Sapphire,Uncommon,"€0.14","€0.34"
4,0,"Sapphire Chromicon",005,168,Sapphire,Uncommon,"€0.11","€0.34"
1,0,"The Great Illuminary - Radiant Ballroom",005,169,Sapphire,Rare,"€0.14","€0.39"
2,0,"Merlin's Cottage - The Wizard's Home",005,170,Sapphire,Uncommon,"€0.11","€0.42"
2,0,"Stitch - Team Underdog",005,171,Steel,Uncommon,"€0.11","€0.20"
0,0,"Jafar - Tyrannical Hypnotist",005,172,Steel,Legendary,"€2.12","€4.93"
1,2,"Simba - Lost Prince",005,173,Steel,Common,"€0.12","€0.12"
2,0,"Rudy - Groove Disrupter",005,174,Steel,Common,"€0.12","€0.12"
2,0,"Royal Guard - Bovine Protector",005,175,Steel,Common,"€0.12","€0.12"
3,0,"Mickey Mouse - Food Fight Defender",005,176,Steel,Common,"€0.14","€0.20"
3,0,"Sleepy - Sluggish Knight",005,177,Steel,Uncommon,"€0.13","€0.27"
0,0,"Kronk - Unlicensed Investigator",005,178,Steel,Common,"€0.12","€0.12"
3,0,"HeiHei - Protective Rooster",005,179,Steel,Common,"€0.11","€0.14"
2,0,"Sneezy - Noisy Knight",005,180,Steel,Common,"€0.11","€0.11"
5,0,"Dopey - Knight Apprentice",005,181,Steel,Common,"€0.11","€0.19"
1,0,"Namaari - Resolute Daughter",005,182,Steel,Rare,"€0.17","€0.35"
1,0,"Snow White - Fair-Hearted",005,183,Steel,Super Rare,"€0.39","€1.70"
1,0,"Yzma - Unjustly Treated",005,184,Steel,Rare,"€0.11","€0.34"
0,0,"Kronk - Head of Security",005,185,Steel,Super Rare,"€0.25","€0.62"
0,0,"Grumpy - Skeptical Knight",005,186,Steel,Super Rare,"€0.29","€0.70"
0,0,"Pete - Wrestling Champ",005,187,Steel,Rare,"€0.13","€0.20"
1,0,"Sir Ector - Castle Lord",005,188,Steel,Rare,"€0.12","€0.48"
0,1,"Bashful - Adoring Knight",005,189,Steel,Uncommon,"€0.07","€0.12"
2,0,"Arthur - Wart",005,190,Steel,Uncommon,"€0.07","€0.12"
0,0,"Happy - Lively Knight",005,191,Steel,Common,"€0.12","€0.12"
2,0,"Simba - Son of Mufasa",005,192,Steel,Uncommon,"€0.07","€0.20"
1,0,"Doc - Bold Knight",005,193,Steel,Rare,"€9.28","€19.90"
1,0,"Arthur - King Victorious",005,194,Steel,Legendary,"€2.60","€5.01"
2,0,"Pete - Games Referee",005,195,Steel,Uncommon,"€0.96","€7.64"
0,0,"Tug-of-War",005,196,Steel,Rare,"€0.12","€0.20"
2,0,"When Will My Life Begin?",005,197,Steel,Common,"€0.12","€0.12"
4,0,"Duck for Cover!",005,198,Steel,Common,"€0.07","€0.12"
1,0,"Food Fight!",005,199,Steel,Uncommon,"€0.07","€0.12"
3,0,"Shield of Arendelle",005,200,Steel,Common,"€0.07","€0.14"
1,0,"Plate Armor",005,201,Steel,Rare,"€0.11","€0.25"
3,0,"Steel Chromicon",005,202,Steel,Uncommon,"€0.11","€0.22"
0,0,"Bad-Anon - Villain Support Center",005,203,Steel,Rare,"€0.12","€0.61"
4,0,"Seven Dwarfs' Mine - Secure Fortress",005,204,Steel,Uncommon,"€0.18","€1.30"
0,0,"Prince Naveen - Ukulele Player",005,205,Amber,Enchanted,"€86.82","€86.82"
0,0,"Vanellope von Schweetz - Sugar Rush Princess",005,206,Amber,Enchanted,"€60.48","€60.48"
0,0,"Revive",005,207,Amber,Enchanted,"€28.81","€28.81"
0,0,"Archimedes - Electrified Owl",005,208,Amethyst,Enchanted,"€42.11","€42.11"
0,1,"Olaf - Happy Passenger",005,209,Amethyst,Enchanted,"€54.59","€54.59"
0,0,"Finders Keepers",005,210,Amethyst,Enchanted,"€56.43","€56.43"
0,0,"Clarabelle - Light on Her Hooves",005,211,Emerald,Enchanted,"€107.09","€107.09"
0,0,"Scar - Vengeful Lion",005,212,Emerald,Enchanted,"€67.57","€67.57"
0,0,"You're Welcome",005,213,Emerald,Enchanted,"€68.99","€68.99"
0,0,"Donald Duck - Pie Slinger",005,214,Ruby,Enchanted,"€71.30","€71.30"
0,0,"Robin Hood - Sharpshooter",005,215,Ruby,Enchanted,"€100.59","€100.59"
0,0,"Ratigan's Party - Seedy Back Room",005,216,Ruby,Enchanted,"€22.08","€22.08"
0,0,"Mufasa - Ruler of Pride Rock",005,217,Sapphire,Enchanted,"€400.59","€400.59"
0,0,"King Candy - Sweet Abomination",005,218,Sapphire,Enchanted,"€43.98","€43.98"
0,0,"Royal Tantrum",005,219,Sapphire,Enchanted,"€32.86","€32.86"
0,0,"Snow White - Fair-Hearted",005,220,Steel,Enchanted,"€63.51","€63.51"
0,0,"Arthur - King Victorious",005,221,Steel,Enchanted,"€56.94","€56.94"
0,0,"Bad-Anon - Villain Support Center",005,222,Steel,Enchanted,"€25.76","€25.76"
0,0,"Half Hexwell Crown",005,223,Amethyst,Rare,"€2.13","€2.13"
1,0,"Owl - Pirate Lookout",006,001,Amber,Uncommon,"€0.11","€0.21"
1,0,"Lilo - Escape Artist",006,002,Amber,Super Rare,"€4.17","€9.66"
1,0,"Winnie The Pooh - Hunny Pirate",006,003,Amber,Rare,"€0.12","€0.83"
2,1,"Gopher - Ship's Carpenter",006,004,Amber,Uncommon,"€0.07","€0.21"
1,1,"Simba - Happy-Go-Lucky",006,005,Amber,Common,"€0.07","€0.12"
0,0,"Chip - Friend Indeed",006,006,Amber,Common,"€0.11","€0.17"
3,0,"Dale - Friend in Need",006,007,Amber,Common,"€0.12","€0.12"
2,0,"David - Impressive Surfer",006,008,Amber,Uncommon,"€0.11","€0.19"
1,0,"Prince Naveen - Vigilant First Mate",006,009,Amber,Uncommon,"€0.11","€0.14"
2,1,"Prince Naveen - Carefree Explorer",006,010,Amber,Common,"€0.07","€0.15"
3,0,"Chief Bogo - Gazelle Fan",006,011,Amber,Common,"€0.07","€0.12"
2,0,"Chip - Ranger Leader",006,012,Amber,Uncommon,"€0.11","€0.24"
0,1,"Monterey Jack - Good-hearted Ranger",006,013,Amber,Rare,"€0.12","€0.47"
2,0,"Chip 'n' Dale - Recovery Rangers",006,014,Amber,Rare,"€0.12","€0.88"
2,0,"Judy Hopps - Resourceful Rabbit",006,015,Amber,Rare,"€0.12","€0.61"
2,0,"Tiana - Restaurant Owner",006,016,Amber,Legendary,"€6.74","€12.89"
2,0,"Grand Councilwoman - Federation Leader",006,017,Amber,Uncommon,"€0.07","€0.12"
1,1,"Dale - Mischievous Ranger",006,018,Amber,Uncommon,"€0.14","€0.23"
1,0,"Nani - Caring Sister",006,019,Amber,Rare,"€0.12","€0.20"
0,0,"Simba - Pride Protector",006,020,Amber,Legendary,"€11.37","€19.55"
0,0,"Kanga - Nurturing Mother",006,021,Amber,Rare,"€0.12","€0.74"
1,0,"Rabbit - Indignant Pirate",006,022,Amber,Common,"€0.07","€0.14"
2,1,"Roo - Littlest Pirate",006,023,Amber,Common,"€0.07","€0.15"
3,0,"Mr. Litwak - Arcade Owner",006,024,Amber,Common,"€0.11","€0.14"
1,1,"Jim Hawkins - Honorable Pirate",006,025,Amber,Super Rare,"€0.15","€0.70"
3,0,"Stitch - Little Trickster",006,026,Emerald,Common,"€0.07","€0.17"
4,0,"Good Job!",006,027,Amber,Common,"€0.07","€0.20"
3,1,"I Won't Give In",006,028,Amber,Common,"€0.11","€0.14"
1,0,"Rescue Rangers Away!",006,029,Amber,Uncommon,"€0.11","€0.20"
0,0,"Safe and Sound",006,030,Amber,Rare,"€0.12","€0.61"
2,0,"Naveen's Ukulele",006,031,Amber,Common,"€0.11","€0.15"
2,0,"Pooh Pirate Ship",006,032,Amber,Rare,"€0.12","€0.59"
3,0,"Scrump",006,033,Amber,Uncommon,"€0.11","€0.20"
3,0,"Hundred Acre Island - Pooh's Home",006,034,Amber,Common,"€0.07","€0.12"
2,0,"Sugar Rush Speedway - Finish Line",006,035,Amber,Super Rare,"€0.40","€2.43"
1,0,"Hades - Lord of the Dead",006,036,Amethyst,Rare,"€0.12","€1.33"
1,0,"Madam Mim - Tiny Adversary",006,037,Amethyst,Rare,"€0.12","€0.67"
3,0,"Genie - Excited Shipbuilder",006,038,Amethyst,Common,"€0.07","€0.12"
1,1,"Sisu - In Her Element",006,039,Amethyst,Common,"€0.07","€0.14"
6,0,"The White Rose - Jewel of the Garden",006,040,Amethyst,Common,"€0.23","€1.35"
3,0,"Juju - Mama Odie's Companion",006,041,Amethyst,Common,"€0.07","€0.12"
2,0,"Rafiki - Shaman of the Savanna",006,042,Amethyst,Common,"€0.11","€0.11"
4,0,"Tinker Bell - Fast Flier",006,043,Amethyst,Common,"€0.11","€0.27"
3,0,"The Carpenter - Dinner Companion",006,044,Amethyst,Common,"€0.07","€0.12"
2,0,"Iago - Reappearing Parrot",006,045,Amethyst,Common,"€0.07","€0.15"
1,0,"The Walrus - Greedy Gourmand",006,046,Amethyst,Uncommon,"€0.11","€0.20"
1,0,"Scar - Tempestuous Lion",006,047,Amethyst,Uncommon,"€0.11","€0.36"
1,0,"Tinker Bell - Queen of the Azurite Fairies",006,048,Amethyst,Uncommon,"€0.11","€0.92"
4,0,"Diablo - Obedient Raven",006,049,Amethyst,Uncommon,"€1.55","€5.10"
2,0,"March Hare - Absurd Host",006,050,Amethyst,Uncommon,"€0.11","€0.24"
2,0,"Magic Carpet - Amazing Flier",006,051,Amethyst,Uncommon,"€0.12","€0.41"
2,0,"Rafiki - Ethereal Guide",006,052,Amethyst,Rare,"€0.12","€0.99"
1,1,"Genie - Wish Fulfilled",006,053,Amethyst,Rare,"€11.37","€18.53"
2,0,"Sisu - Uniting Dragon",006,054,Amethyst,Super Rare,"€0.12","€1.08"
1,0,"Madam Mim - Truly Marvelous",006,055,Amethyst,Super Rare,"€0.12","€0.83"
0,0,"Yzma - Conniving Chemist",006,056,Amethyst,Legendary,"€3.40","€6.23"
0,1,"Mama Odie - Solitary Sage",006,057,Amethyst,Rare,"€0.12","€0.61"
2,1,"Peter Pan - Shadow Catcher",006,058,Amethyst,Uncommon,"€0.11","€0.21"
0,0,"Mad Hatter - Eccentric Host",006,059,Amethyst,Super Rare,"€0.12","€1.75"
1,1,"A Very Merry Unbirthday",006,060,Amethyst,Common,"€0.11","€0.19"
0,0,"Genie - Wonderful Trickster",006,061,Amethyst,Legendary,"€1.63","€3.65"
3,0,"Making Magic",006,062,Amethyst,Common,"€0.07","€0.12"
3,0,"Lose The Way",006,063,Amethyst,Uncommon,"€0.07","€0.29"
1,0,"Seeking the Half Crown",006,064,Amethyst,Rare,"€0.12","€0.47"
1,0,"Maleficent's Staff",006,065,Amethyst,Rare,"€0.34","€1.88"
4,0,"Mad Hatter's Teapot",006,066,Amethyst,Common,"€0.07","€0.14"
2,0,"Pixie Dust",006,067,Amethyst,Uncommon,"€0.11","€0.19"
3,1,"Fairy Ship - Royal Vessel",006,068,Amethyst,Common,"€0.07","€0.15"
0,0,"Mystical Tree - Mama Odie's Home",006,069,Amethyst,Rare,"€0.12","€0.37"
2,0,"Jasmine - Royal Seafarer",006,070,Emerald,Rare,"€0.12","€0.85"
0,0,"Captain Hook - Underhanded",006,071,Emerald,Rare,"€0.12","€0.54"
1,0,"Stitch - Alien Buccaneer",006,072,Emerald,Rare,"€0.12","€1.27"
0,0,"Go Go Tomago - Darting Dynamo",006,073,Emerald,Rare,"€3.31","€5.56"
4,0,"Honey Lemon - Chemical Genius",006,074,Emerald,Uncommon,"€0.07","€0.33"
3,0,"Fred - Mascot by Day",006,075,Emerald,Common,"€0.07","€0.18"
3,0,"Tootles - Lost Boy",006,076,Emerald,Common,"€0.07","€0.12"
4,0,"Dawson - Basil's Assistant",006,077,Emerald,Common,"€0.07","€0.14"
2,1,"Heathcliff - Stoic Butler",006,078,Emerald,Common,"€0.07","€0.15"
4,0,"Basil - Hypnotized Mouse",006,079,Emerald,Common,"€0.07","€0.15"
0,0,"Donald Duck - First Mate",006,080,Emerald,Uncommon,"€0.12","€0.29"
2,0,"Daisy Duck - Pirate Captain",006,081,Emerald,Super Rare,"€0.20","€1.57"
2,0,"Mertle Edmonds - Lilo's Rival",006,082,Emerald,Uncommon,"€0.11","€0.18"
3,1,"Prince Phillip - Royal Explorer",006,083,Emerald,Uncommon,"€0.12","€0.42"
0,0,"Jasmine - Royal Commodore",006,084,Emerald,Legendary,"€3.66","€6.23"
1,0,"Peter Pan - Never Land Prankster",006,085,Emerald,Super Rare,"€0.24","€2.10"
1,0,"Hercules - Baby Demigod",006,086,Emerald,Legendary,"€1.62","€3.15"
2,1,"Alistair Krei - Ambitious Entrepreneur",006,087,Emerald,Common,"€0.07","€0.15"
4,0,"Gazelle - Angel with Horns",006,088,Emerald,Common,"€0.07","€0.20"
1,1,"Goofy - Expert Shipwright",006,089,Emerald,Rare,"€0.27","€1.40"
2,0,"Bellwether - Assistant Mayor",006,090,Emerald,Uncommon,"€0.11","€0.35"
2,0,"Basil - Disguised Detective",006,091,Emerald,Uncommon,"€0.11","€0.86"
0,0,"Olivia Flaversham - The Toymaker's Daughter",006,092,Emerald,Rare,"€0.12","€1.37"
1,0,"Bend To My Will",006,093,Emerald,Super Rare,"€0.45","€2.91"
2,0,"Prepare To Board!",006,094,Emerald,Common,"€0.07","€0.14"
4,0,"Heffalumps and Woozles",006,095,Emerald,Common,"€0.13","€0.18"
1,0,"Mosquito Bite",006,096,Emerald,Uncommon,"€0.12","€0.26"
1,0,"You Came Back",006,097,Emerald,Rare,"€0.15","€1.97"
1,0,"Megabot",006,098,Emerald,Uncommon,"€0.12","€0.12"
1,0,"Galactic Communicator",006,099,Emerald,Common,"€0.07","€0.12"
2,0,"Transport Pod",006,100,Emerald,Uncommon,"€0.07","€0.17"
2,0,"Perilous Maze - Watery Labyrinth",006,101,Emerald,Common,"€0.07","€0.19"
1,0,"Owl Island - Secluded Entrance",006,102,Emerald,Rare,"€0.12","€0.51"
1,0,"Mickey Mouse - Pirate Captain",006,103,Ruby,Super Rare,"€0.12","€1.96"
3,0,"Kakamora - Boarding Party",006,104,Ruby,Uncommon,"€0.11","€0.20"
4,0,"Kakamora - Pirate Pitcher",006,105,Ruby,Common,"€0.07","€0.14"
2,1,"Jasmine - Rebellious Princess",006,106,Ruby,Uncommon,"€0.12","€0.20"
0,0,"Raya - Kumandran Rider",006,107,Ruby,Rare,"€0.19","€1.35"
2,0,"Wendy Darling - Courageous Captain",006,108,Ruby,Rare,"€0.12","€1.10"
2,0,"John Silver - Ferocious Friend",006,109,Ruby,Uncommon,"€0.11","€0.18"
3,0,"Vanellope von Schweetz - Gutsy Go-Getter",006,110,Ruby,Uncommon,"€0.11","€0.42"
1,0,"Michael Darling - Playful Swordsman",006,111,Ruby,Common,"€0.07","€0.15"
4,0,"Aladdin - Fearless Navigator",006,112,Ruby,Common,"€0.07","€0.15"
4,0,"Markowski - Space Trooper",006,113,Ruby,Common,"€0.07","€0.12"
2,0,"Abu - Bold Helmsman",006,114,Ruby,Common,"€0.07","€0.12"
3,0,"Mickey Mouse - Courageous Sailor",006,115,Ruby,Common,"€0.12","€0.12"
3,0,"Adorabeezle Winterpop - Ice Rocket Racer",006,116,Ruby,Common,"€0.07","€0.12"
3,1,"Moana - Self-Taught Sailor",006,117,Ruby,Common,"€0.11","€0.59"
2,0,"John Darling - Sophisticated Swordsman",006,118,Ruby,Uncommon,"€0.11","€0.23"
1,0,"Aladdin - Intrepid Commander",006,119,Ruby,Uncommon,"€0.11","€0.37"
1,0,"Minnie Mouse - Pirate Lookout",006,120,Ruby,Super Rare,"€0.29","€1.53"
0,0,"Moana - Kakamora Leader",006,121,Ruby,Rare,"€0.12","€1.65"
1,0,"Pete - Freebooter",006,122,Ruby,Rare,"€0.12","€0.20"
1,0,"Goofy - Flying Goof",006,123,Ruby,Rare,"€0.12","€0.89"
2,0,"Maui - Half-Shark",006,124,Ruby,Legendary,"€44.13","€71.62"
0,0,"Hades - Strong Arm",006,125,Ruby,Legendary,"€1.63","€3.66"
2,0,"Tigger - In the Crow's Nest",006,126,Ruby,Rare,"€0.12","€0.70"
2,0,"Scar - Heartless Hunter",006,127,Ruby,Super Rare,"€0.12","€1.22"
3,0,"Thievery",006,128,Ruby,Common,"€0.07","€0.26"
2,0,"Lead The Way",006,129,Ruby,Common,"€0.07","€0.12"
2,0,"The Islands I Pulled From The Sea",006,130,Ruby,Uncommon,"€0.11","€0.60"
0,0,"Energy Blast",006,131,Ruby,Rare,"€0.12","€0.42"
1,0,"Longboat",006,132,Ruby,Uncommon,"€0.07","€0.14"
3,1,"Gold Coin",006,133,Ruby,Common,"€0.12","€0.12"
2,0,"Card Soldier's Spear",006,134,Ruby,Uncommon,"€0.11","€0.26"
0,1,"Flotilla - Coconut Armada",006,135,Ruby,Rare,"€0.12","€0.92"
2,0,"Skull Rock - Isolated Fortress",006,136,Ruby,Common,"€0.07","€0.12"
3,0,"B.E.N. - Eccentric Robot",006,137,Sapphire,Common,"€0.07","€0.15"
5,0,"Aunt Cass - Biggest Fan",006,138,Sapphire,Common,"€0.07","€0.14"
3,0,"Gadget Hackwrench - Creative Thinker",006,139,Sapphire,Common,"€0.11","€0.15"
1,0,"Gadget Hackwrench - Brilliant Bosun",006,140,Sapphire,Super Rare,"€0.12","€0.76"
2,0,"Zipper - Astute Decoy",006,141,Sapphire,Rare,"€0.12","€0.83"
0,0,"Oswald - The Lucky Rabbit",006,142,Sapphire,Legendary,"€25.75","€25.75"
4,0,"Yokai - Enigmatic Inventor",006,143,Sapphire,Uncommon,"€0.07","€0.70"
1,0,"Pleakley - Scientific Expert",006,144,Sapphire,Uncommon,"€0.11","€0.26"
3,0,"Hiro Hamada - Robotics Prodigy",006,145,Sapphire,Uncommon,"€0.07","€0.20"
1,1,"HeiHei - Not-So-Tricky Chicken",006,146,Sapphire,Uncommon,"€0.11","€0.20"
